No;Y;X1;X2;X3;X4;X5
269;0;0;1;2;2.32;5
270;0;0;0;0;1.68;5
271;0;1;1;0;2.58;0
272;0;0;1;0;3.69;3
273;0;0;1;2;3.41;7
274;0;0;1;0;2.32;0
275;0;0;1;1;3.69;8
276;1;0;1;0;2.54;4
277;1;1;1;1;1.76;4
278;1;0;1;1;4.29;13
279;1;0;1;3;2.1;0
280;1;1;1;1;3.09;12
281;1;1;0;0;3.36;6
282;1;0;1;0;2.1;0
283;1;1;1;1;3.75;7
284;1;1;0;0;2.14;6
285;1;1;0;0;4.29;22
286;1;1;0;0;2;2
287;1;0;1;0;2;4
288;1;0;1;1;2;16
289;1;0;1;1;2.61;6
290;1;0;1;0;4.25;12
291;1;0;0;0;2.36;14
292;1;1;1;0;4.29;11
293;1;0;1;0;2.1;2
294;1;1;1;0;2.87;5
295;1;1;1;0;3.47;3
296;1;0;1;0;1.78;1
297;1;0;1;0;4.14;15
298;1;0;1;3;4.29;0
299;1;0;0;0;4.29;3
300;1;0;0;0;1.81;10
301;1;1;0;0;2.32;15
302;1;1;1;0;2.61;7
303;1;0;1;0;1.68;34
304;1;1;1;0;3.19;3
305;1;0;1;1;3.59;5
306;1;0;1;0;2.5;0
307;1;0;0;0;3.4;6
308;1;1;0;0;2.26;4
309;1;0;0;0;3.4;12
310;1;0;1;1;3.92;0
311;1;0;1;2;2.96;0
312;1;0;0;0;4.29;15
313;1;0;1;0;4.29;11
314;1;1;1;1;3.32;24
315;1;0;0;0;1.86;15
316;1;1;0;0;2.87;6
317;1;1;1;0;1.64;22
318;1;1;0;0;2.25;7
319;1;1;0;0;2.1;8
320;1;1;1;0;4.29;6
321;1;0;1;0;1.75;3
322;1;0;1;0;2.96;8
323;1;1;0;0;2.25;4
324;1;0;1;2;4.25;20
325;1;0;1;2;2.56;22
326;1;1;0;0;3.19;11
327;1;0;1;2;3.92;2
328;1;0;1;1;1.78;77
329;1;1;1;0;3.4;14
330;1;0;1;1;1.74;4
331;1;0;0;0;4.29;6
332;1;1;0;0;2;6
333;1;1;1;0;2.87;18
334;1;0;1;0;4.29;6
335;1;1;1;0;3.19;2
336;1;0;1;1;1.22;1
337;1;1;1;2;3.54;17
338;1;0;1;1;4.29;1
339;1;0;1;1;4.62;3
340;1;1;0;0;2;6
341;1;1;0;0;3.59;3
342;1;1;0;0;3.19;6
343;1;0;1;1;3.4;2
344;1;1;1;0;1.28;2
345;1;0;1;2;1.74;4
346;1;0;1;1;2.26;1
347;1;1;1;0;3.59;5
348;1;0;1;1;4.62;16
349;1;1;0;0;1.4;2
350;1;1;0;0;0.92;4
351;1;0;1;1;2.39;3
352;1;0;1;0;2.26;1
353;1;0;1;2;2.86;7
354;1;0;1;2;2.76;8
355;1;0;1;1;1.63;8
356;1;0;1;2;4.29;12
357;1;1;0;0;1.4;3
358;1;1;1;0;2.12;0
359;1;1;1;1;2.61;6
360;1;0;1;0;1.8;1
361;1;1;1;0;4.29;21
362;1;1;0;0;3.69;18
363;1;1;1;0;4.62;16
364;1;0;0;0;2.15;10
365;1;0;1;2;2.1;0
366;1;1;1;0;2;5
367;1;1;0;0;1.255;0
368;1;0;1;2;1.75;2
369;1;1;0;0;3.85;2
370;1;0;0;0;4.25;4
371;1;1;0;0;3.47;3
372;1;0;1;1;3.92;8
373;1;0;1;2;2.51;3
374;1;1;0;0;1.4;12
375;1;0;1;1;2;11
376;1;1;0;0;2;10
377;1;0;0;0;4.29;2
378;1;0;0;0;3.36;10
379;1;0;1;0;4.62;1
380;1;0;1;1;2.56;16
381;1;0;1;0;4.62;18
382;1;0;1;0;3.59;10
383;1;0;1;2;4.29;6
384;1;1;0;0;3.59;8
385;1;1;0;0;4.29;6
386;1;0;1;0;3.19;3
387;1;1;1;0;3.59;1
388;1;1;1;0;2.96;19
389;1;1;0;0;2.58;2
390;1;0;1;3;2.96;6
391;1;1;1;0;4.54;13
392;1;0;1;1;4.54;10
393;1;0;1;2;2.5;4
394;1;0;1;0;1.68;8
395;1;0;1;0;2.32;4
396;1;1;1;3;3.19;9
397;1;1;0;0;2.21;2
398;1;1;1;0;1.25;5
399;1;0;0;0;4.14;5
400;1;1;1;0;4.62;4
401;1;1;0;0;4.54;37
402;1;1;1;0;3.15;9
403;1;0;0;0;4.29;11
404;1;1;1;0;1.95;3
405;1;0;0;0;2;9
406;1;1;1;0;4.54;2
407;1;1;1;2;2.58;2
408;1;1;1;0;3.85;29
409;1;0;1;1;3.41;10
410;1;1;1;1;2.26;9
411;1;1;0;0;4.25;2
412;1;0;1;1;3.59;6
413;1;1;1;1;2.12;9
414;1;0;1;0;2.96;7
415;1;1;0;0;2.52;0
416;1;1;0;0;2.26;4
417;1;1;0;0;4.54;9
418;1;1;1;2;2.86;7
419;1;0;1;0;4.54;2
420;1;0;1;0;3.59;12
421;1;1;1;0;4.62;18
422;1;0;1;3;1.67;3
423;1;0;1;2;1.75;1
424;1;1;1;1;2.83;5
425;1;0;1;3;3.15;11
426;1;0;1;1;3.59;9
427;1;1;0;0;3.75;24
428;1;1;0;0;2.05;17
429;1;0;1;0;4.29;0
430;1;0;1;2;4.29;0
431;1;1;1;0;2.39;7
432;1;0;1;1;4.54;3
433;1;0;1;0;2.32;4
434;1;1;0;0;4.29;25
435;1;0;1;1;3.69;5
436;1;0;0;0;4.29;9
437;1;0;0;0;3.92;2
438;1;0;1;0;2.76;5
439;1;0;0;0;2.76;6
440;1;0;1;2;3.62;4
441;1;0;1;1;4.29;14
442;1;0;0;0;2.87;12
443;1;1;1;1;2.39;9
444;1;0;0;0;4.29;14
445;1;0;1;0;1.78;4
446;1;0;1;1;2.1;8
447;1;1;1;0;2.25;3
448;1;0;1;1;2.26;5
449;1;0;1;0;1.86;5
450;1;1;0;0;3.92;4
451;1;0;1;0;4.34;10
452;1;1;0;0;3.36;4
453;1;1;0;0;2.51;1
454;1;1;0;0;3.75;21
455;1;0;1;1;4.54;45
456;1;1;0;0;1.63;8
457;1;1;0;0;4.62;10
458;1;0;1;0;1.52;2
459;1;0;1;0;2.55;11
460;1;1;1;0;1.18;1
461;1;1;1;2;3.09;9
462;1;1;0;0;4.62;5
463;1;1;1;0;2.32;1
464;1;0;0;0;2.05;3
465;1;0;1;0;4.29;1
466;1;0;0;0;3.4;2
467;1;0;0;0;4.29;10
468;1;0;1;1;3.59;2
469;1;0;0;0;3.36;5
470;1;1;0;0;2.05;13
471;1;1;1;0;3.59;32
472;1;1;0;0;3.85;18
473;1;0;0;0;3.36;0
474;1;1;1;0;1.75;0
475;1;1;1;0;3.47;3
476;1;0;1;1;2.61;4
477;1;0;0;0;2.76;4
478;1;0;1;2;4.29;9
479;1;1;0;0;1.4;3
480;1;1;1;0;4.62;18
481;1;0;1;1;2.86;17
482;1;0;1;1;2.86;17
483;1;0;1;0;2.86;39
484;1;0;0;0;2;7
485;1;1;1;0;1.76;8
486;1;0;1;0;2.5;0
487;1;1;0;0;4.29;17
488;1;0;0;0;2.56;16
489;1;1;1;1;3.54;14
490;1;1;1;0;3.69;1
491;1;0;0;0;2.87;5
492;1;1;0;0;1.655;0
493;1;0;1;1;4.34;4
494;1;0;1;0;3.54;11
495;1;0;1;2;4.29;10
496;1;0;1;0;1.81;0
497;1;1;0;0;3.4;7
498;1;0;1;1;1.81;5
499;1;1;0;0;3.19;18
500;1;1;1;1;2.32;5
501;1;1;0;0;4.54;19
502;1;0;1;1;4.29;2
503;1;0;1;1;2.86;2
504;1;1;1;1;2.86;2
505;1;0;1;1;1.22;0
506;1;0;1;0;2.1;0
507;1;0;1;1;1.68;12
508;1;1;0;0;3.36;34
509;1;1;1;0;2.87;15
510;1;0;1;1;3.47;1
511;1;0;0;0;2.76;7
512;1;0;1;1;3.54;21
513;1;1;1;0;1.95;11
514;1;0;1;1;3.59;19
515;1;1;0;0;3.19;3
516;1;1;0;0;2.76;2
517;1;1;1;2;4.29;13
518;1;0;1;2;3.19;5
519;1;0;1;0;2.96;0
520;1;0;1;1;2.76;7
521;1;1;1;0;1.81;11
522;2;0;1;0;3.36;4
523;2;0;0;0;3.09;14
524;2;1;0;0;3.75;8
525;2;1;1;0;4.54;10
526;2;1;0;0;1.63;6
527;2;1;1;0;3.09;2
528;2;1;0;0;3.69;4
529;2;1;0;0;2.12;2
530;2;1;0;0;2.26;3
531;2;0;1;1;4.29;2
532;2;1;1;1;1.74;4
533;2;0;1;2;2.96;8
534;2;1;0;0;2.58;5
535;2;0;1;1;4.54;10
536;2;1;0;0;4.62;12
537;2;0;1;1;4.29;13
538;2;1;0;0;4.54;13
539;2;1;1;0;3.59;0
540;2;1;0;0;4.29;5
541;2;0;0;0;3.69;26
542;2;1;0;0;3.21;0
543;2;1;1;1;3.47;11
544;2;0;0;0;4.54;37
545;2;0;1;0;1.95;4
546;2;0;1;2;2.96;46
547;2;0;1;1;4.54;53
548;2;0;1;0;3.4;9
549;2;0;1;0;2.1;4
550;2;0;1;2;4.29;8
551;2;1;0;0;3.75;5
552;2;1;0;0;2.05;2
553;2;0;1;1;2.5;2
554;2;1;1;1;4.62;17
555;2;1;1;0;1.8;10
556;2;1;0;0;3.09;0
557;2;0;0;0;4.29;10
558;2;0;1;2;1.8;6
559;2;1;1;0;3.59;5
560;2;0;1;0;2.76;3
561;2;0;1;0;4.14;16
562;2;0;0;0;3.59;3
563;2;1;0;0;4.54;12
564;2;1;1;0;0.92;0
565;2;1;0;0;4.29;15
566;2;0;1;1;2.39;4
567;2;0;1;0;1.18;0
568;2;0;1;2;4.54;2
569;2;1;1;2;3.85;47
570;2;0;1;2;2.96;21
571;2;1;1;0;3.36;8
572;2;1;1;0;3.19;5
573;2;1;1;1;3.69;15
574;2;0;1;0;1.63;8
575;2;0;1;0;1.72;1
576;2;1;1;0;2.58;5
577;2;0;1;0;1.52;5
578;2;0;0;0;2.86;4
579;2;1;1;2;1.22;4
580;2;1;0;0;2.54;4
581;2;1;0;0;3.36;4
582;2;0;1;2;2.87;20
583;2;0;1;1;3.15;7
584;2;1;0;0;4.62;14
585;2;0;1;1;1.76;7
586;2;0;1;1;1.52;3
587;2;0;0;0;4.29;5
588;2;0;1;2;4.29;10
589;2;0;1;1;2.56;5
590;2;0;0;0;4.54;29
591;2;1;1;0;1.86;5
592;2;1;0;0;4.29;1
593;2;1;1;0;3.92;7
594;2;0;0;0;2.26;2
595;2;0;1;1;4.29;14
596;2;1;1;1;3.69;10
597;2;0;1;2;1.97;0
598;2;0;1;1;3.19;10
599;2;1;0;0;4.54;5
600;2;0;0;0;4.29;25
601;2;0;1;0;2.83;1
602;2;0;1;3;4.34;7
603;2;1;0;0;3.36;3
604;2;1;0;0;3.41;14
605;2;1;0;0;2.86;3
606;2;0;1;0;4.29;24
607;2;0;1;1;2.76;8
608;2;1;1;0;3.75;0
609;2;0;1;1;4.29;12
610;2;0;1;2;2.21;12
611;2;0;1;0;3.54;21
612;2;0;1;0;2.96;2
613;2;1;1;0;2.12;2
614;2;0;0;0;2.39;4
615;2;1;0;0;3.19;5
616;2;1;0;0;1.97;8
617;2;1;1;0;4.54;9
618;2;1;0;0;2.55;36
619;2;0;1;0;1.76;0
620;2;0;1;2;4.34;17
621;2;1;1;0;2.52;16
622;2;0;1;1;2.56;7
623;2;0;0;0;4.54;10
624;2;1;1;0;1.4;0
625;2;0;1;2;3.32;27
626;2;0;1;0;2.51;5
627;2;1;1;2;2.58;3
628;2;0;1;2;3.54;16
629;2;0;1;0;4.54;11
630;2;0;0;0;4.29;17
631;2;0;1;0;4.34;5
632;2;1;1;1;3.47;4
633;2;1;0;0;3.47;5
634;2;0;1;2;2.5;5
635;2;0;1;3;2;8
636;2;0;0;0;3.92;10
637;2;1;1;0;4.62;23
638;2;1;0;0;3.09;6
639;2;1;0;0;2.32;4
640;2;1;0;0;4.29;21
641;2;1;0;0;3.36;7
642;2;0;1;0;3.69;5
643;2;0;1;0;4.29;17
644;2;1;0;0;3.59;11
645;2;0;1;0;4.29;13
646;2;1;1;1;3.21;7
647;2;1;0;0;2.26;8
648;2;0;1;0;2.5;0
649;2;0;0;0;2.26;3
650;2;1;1;0;3.75;4
651;2;1;0;0;4.29;4
652;2;0;1;0;3.19;11
653;2;1;1;1;2;7
654;2;1;1;0;3.09;1
655;2;1;1;1;3.59;2
656;2;1;1;0;4.34;11
657;2;1;0;0;2.87;9
658;2;0;1;0;2.1;2
659;2;1;0;0;2.83;26
660;2;0;1;1;2.1;3
661;2;0;1;1;1.78;1
662;2;0;1;0;2.51;0
663;2;0;1;1;2.52;10
664;2;1;1;1;3.4;4
665;2;1;1;1;3.09;3
666;2;0;1;0;4.29;13
667;2;1;1;0;2.96;8
668;2;1;1;2;3.59;11
669;2;0;0;0;4.54;55
670;2;1;1;0;3.59;11
671;2;0;1;1;3.42;3
672;2;1;1;1;4.29;4
673;2;1;0;0;3.19;4
674;2;1;1;1;4.29;11
675;2;0;1;0;4.62;3
676;2;0;1;2;1.86;6
677;2;0;1;0;4.62;8
678;2;1;1;2;4.54;48
679;2;1;1;0;3.75;8
680;2;0;1;0;1.76;0
681;2;1;1;0;3.41;31
682;2;0;1;0;2.55;24
683;2;0;1;1;1.25;2
684;2;1;1;0;1.48;9
685;2;1;1;0;2.83;3
686;2;1;1;0;4.29;6
687;2;1;0;0;3.19;10
688;2;1;0;0;1.4;0
689;2;1;1;2;3.21;2
690;2;0;0;0;4.62;9
691;2;1;1;0;1.45;7
692;2;1;1;1;3.34;4
693;2;1;0;0;4.54;23
694;2;0;1;2;4.29;30
695;2;1;0;0;3.69;7
696;2;1;0;0;2.58;2
697;2;1;1;1;4.54;7
698;2;0;1;1;4.54;6
699;2;0;0;0;4.29;9
700;3;1;0;0;4.29;12
701;3;1;0;0;3.75;0
702;3;0;0;0;4.62;8
703;3;0;1;2;4.54;31
704;3;0;1;0;3.09;5
705;3;0;1;1;1.95;14
706;3;1;1;1;3.59;3
707;3;0;1;1;2.61;5
708;3;0;0;0;2.87;12
709;3;0;0;0;4.29;30
710;3;1;1;0;3.41;19
711;3;1;1;1;2.32;5
712;3;1;1;0;2.12;3
713;3;0;1;0;4.54;37
714;3;0;1;0;2.96;8
715;3;0;0;0;2.87;12
716;3;0;1;0;2.32;4
717;3;0;1;2;1.8;6
718;3;1;0;0;2.39;11
719;3;1;1;1;4.62;14
720;3;1;0;0;4.29;10
721;3;0;1;0;4.54;5
722;3;0;0;0;3.59;16
723;3;0;1;2;4.29;0
724;3;0;1;1;2.96;5
725;3;0;1;2;4.29;25
726;3;0;1;1;4.29;18
727;3;0;1;1;2.54;6
728;3;0;0;0;3.92;0
729;3;0;0;0;2.32;8
730;3;1;0;0;4.62;22
731;3;1;1;0;3.75;6
732;3;0;1;2;1.95;3
733;3;0;1;1;1.8;4
734;3;0;1;0;2.76;8
735;3;0;0;0;3.59;7
736;3;0;1;0;4.25;20
737;3;0;1;2;2.83;7
738;3;1;0;0;2.52;4
739;3;1;1;0;1.18;0
740;3;1;1;0;3.36;11
741;3;1;1;0;4.29;21
742;3;1;1;1;4.62;49
743;3;0;0;0;2.83;8
744;3;0;1;0;3.69;24
745;3;0;1;0;2.26;12
746;3;1;0;0;2.05;5
747;3;0;1;1;4.29;19
748;3;0;1;0;1.42;3
749;3;1;1;2;1.89;16
750;3;0;1;0;3.69;26
751;3;1;1;0;2.96;22
752;3;1;1;1;1.86;1
753;3;1;1;0;2.26;6
754;3;0;1;0;4.29;15
755;3;1;1;0;3.15;4
756;3;0;1;0;2.61;0
757;3;1;0;0;4.54;3
758;3;0;1;1;2.21;10
759;3;0;1;0;1.78;0
760;3;0;1;1;3.62;5
761;3;0;1;0;3.92;0
762;3;1;1;0;4.62;10
763;3;0;1;0;2.61;5
764;3;1;1;1;3.36;3
765;3;1;1;0;3.69;12
766;3;0;1;0;3.47;14
767;3;0;1;0;1.25;4
768;3;0;1;0;4.62;18
769;3;0;1;1;3.59;14
770;3;1;0;0;3.36;2
771;3;0;1;0;4.29;38
772;3;0;0;0;3.54;12
773;3;0;1;2;2.58;2
774;3;0;0;0;1.52;3
775;3;0;1;0;3.47;8
776;3;1;1;0;4.62;14
777;3;0;0;0;3.54;25
778;3;0;1;2;2.1;4
779;3;0;1;2;1.38;8
780;3;0;1;1;3.09;5
781;3;0;1;3;2.86;3
782;3;1;0;0;4.29;5
783;3;1;1;1;1.22;3
784;4;0;1;0;2.83;5
785;4;1;1;0;4.54;16
786;4;0;1;0;4.29;22
787;4;0;0;0;4.29;7
788;4;0;1;0;3.54;9
789;4;0;0;0;2.52;6
790;4;1;0;0;1.4;3
791;4;1;1;0;4.34;6
792;4;1;1;1;2.51;2
793;4;0;1;0;4.29;2
794;4;0;1;1;2.96;0
795;4;0;0;0;3.85;47
796;4;0;0;0;4.54;5
797;4;1;1;0;3.4;5
798;4;0;0;0;3.41;21
799;4;0;1;1;2.96;57
800;4;1;1;0;3.54;5
801;4;0;1;2;1.72;2
802;4;0;1;2;2.86;15
803;4;0;1;2;4.54;66
804;4;0;1;1;1.76;11
805;4;0;1;2;1.86;15
806;4;0;1;0;3.47;4
807;4;0;0;0;3.41;7
808;4;0;1;0;1.81;10
809;4;0;1;2;2.05;13
810;4;0;0;0;4.62;18
811;4;1;1;0;2.26;3
812;4;0;1;1;1.86;47
813;4;1;1;1;4.29;4
814;4;0;1;2;3.54;2
815;4;0;1;0;4.29;30
816;4;0;1;0;2.54;11
817;4;1;1;0;4.25;13
818;4;1;0;0;2.5;10
819;4;1;1;1;3.54;12
820;4;1;1;0;3.19;8
821;4;0;1;2;4.54;21
822;4;1;0;0;2.86;39
823;4;1;1;0;2.58;14
824;4;1;1;0;1.28;4
825;4;1;1;0;3.21;14
826;4;1;0;0;2.87;6
827;4;1;0;0;3.34;11
828;4;1;0;0;3.15;8
829;4;1;0;0;2.32;8
830;4;0;0;0;4.29;19
831;4;0;0;0;3.69;7
832;4;0;1;1;2.55;21
833;4;1;0;0;4.62;3
834;4;1;1;0;2.36;5
835;4;0;1;1;4.25;29
836;4;0;1;1;4.29;5
837;4;1;1;0;3.19;7
838;4;1;0;0;3.19;3
839;4;1;0;0;2.56;23
840;4;0;1;0;1.76;7
841;4;0;1;1;2.58;25
842;4;1;1;0;3.41;4
843;4;1;0;0;3.59;9
844;4;1;1;0;1.78;4
845;4;1;0;0;3.75;3
846;4;0;1;2;3.69;16
847;4;0;1;0;3.62;5
848;4;0;1;0;1.505;4
849;4;0;1;2;2.58;6
850;4;0;0;0;2.87;15
851;5;1;1;0;2.26;16
852;5;1;0;0;3.75;13
853;5;0;1;2;3.85;15
854;5;0;1;1;3.15;5
855;5;0;1;1;3.15;27
856;5;0;1;0;4.34;6
857;5;0;1;0;4.25;12
858;5;0;0;0;3.36;11
859;5;1;0;0;3.59;14
860;5;0;1;1;2.58;25
861;5;0;1;1;3.59;21
862;5;0;1;1;2.96;4
863;5;0;1;0;4.54;13
864;5;0;1;0;4.29;30
865;5;1;0;0;2.87;12
866;5;1;1;0;4.54;15
867;5;1;1;1;3.85;1
868;5;0;1;0;2.5;4
869;5;0;1;1;3.47;0
870;5;1;1;0;2.86;24
871;5;1;1;0;4.62;0
872;5;0;1;1;4.54;53
873;5;0;1;0;1.25;2
874;5;1;1;0;3.21;19
